Cod Transaccion;Num. unidades;Valor unidad para las operaciones del dia t;Valor fondo al cierre del dia t;Num. Invers.;Rentab. dia;Rentab. mes;Rentab. sem;Rentab. ano
14090;29143819.04;27204.80;792907284855.42;89061;9.143077;11.252339;12.168222;12.190374
14091;32276437.338;10443.30;337046929972.96;259;9.820636;11.927681;12.671618;12.627317
14092;124075108.481;10251.28;1271769588071.04;5518;9.549399;11.650638;12.392598;12.348368
14093;21233398.129;11875.53;252157936103.67;2;9.549401;11.650134;12.391729;12.347193
14094;133817150.744;10095.61;1350595332800.66;102865;9.225676;11.319995;12.059057;12.015178
14095;16782935.399;10127.97;169977085589.40;7;9.333373;11.429121;12.171982;12.138177
14096;270249309.076;10098.03;2729622549300.17;14899;9.225675;11.322099;12.067103;12.024644
14097;10564679.227;10539.62;111347726754.23;33;9.766279;11.872013;12.615142;12.571435
14098;607775.903;10141.05;6163484513.31;1;9.206631;11.639216;0.0;0.0
14099;1535499.4;10057.48;15443249933.89;1;9.639898;0.0;0.0;0.0
14100;1268498.483;11374.55;14428605292.00;3;9.098849;11.528614;12.132935;11.834011
14101;3703443.225;19010.06;70408675503.56;199;8.883919;11.30809;11.913842;11.619359
14102;44103409.432;19009.53;838385144934.99;372;8.883919;11.308072;11.91211;11.613836
14103;517362.83;131989.37;68286394412.02;3716;0.182104;30.959969;47.73292;24.206758
14104;7410407.294;27203.78;201591086826.77;809;11.720757;12.163262;13.004231;13.174221
14105;411600.985;12865.04;5295261935.01;3;14.847977;15.525389;16.275879;16.42314
14106;729087.056;12464.49;9087695831.50;5;12.928834;13.368461;14.238098;14.401492
14107;247150.514;21110.56;5217484745.14;11;11.595474;12.145714;11.921669;11.306909
14108;15625555.233;13004.59;203203889173.14;1;12.250476;12.803937;12.578581;11.960222
14109;6861287.58;10909.99;74856601401.23;1;12.592626;13.211309;12.931615;0.0
14110;844739.565;13082.65;11051430349.84;39;11.381088;11.993132;11.71644;11.675963
14111;3254892.721;14016.20;45621218013.41;102;11.381089;11.993132;11.71644;11.675963
14112;453017.628;12374.50;5605866529.37;42;8.792134;12.129086;16.761616;15.088784
14113;1512149.037;12771.85;19312937725.12;5;10.423636;13.810491;18.512293;16.819212
14114;359149.078;12252.19;4400364044.16;29;12.991574;13.080239;13.190887;12.998616
14115;533253.481;12252.19;6533524893.63;20;12.991577;13.080239;13.190886;12.998616
14116;5288132.984;12922.00;68333231973.45;3;16.364145;16.537539;16.539873;16.346775
14117;1332525.863;11885.27;15837423384.78;97;8.930243;11.388728;11.505165;11.166994
14118;474385.622;12074.85;5728137327.41;9;10.346003;12.836351;12.954296;12.615729
14119;9481975.215;10447.63;99064127967.77;440;18.375767;16.705973;0.0;0.0
14120;209009.233;16889.62;3530085593.00;8;7.96571;10.036408;11.409918;11.400991
14121;2054082.582;17661.65;36278494823.86;1740;9.029231;11.120287;12.507688;12.501525
14122;3221875.906;17842.60;57486645322.70;6;9.244448;11.339603;12.77289;12.741958
14123;384123.275;12723.11;4887241576.78;1;9.244448;11.980091;12.822389;12.793046
14124;21848535.633;17252.60;376944068027.51;7823;8.494871;10.586737;11.973387;11.970975
14125;8660152.434;17492.35;151486403678.66;14;8.814859;10.902003;12.293415;12.280772
14126;7042469.827;12190.60;85851933502.34;2;9.029231;11.120429;12.506657;12.497951
14127;11818072.586;16907.18;199810272507.01;6717;7.96571;9.711278;11.385377;11.44161
14128;604160.491;12806.66;7737279379.14;3;9.244448;11.341141;12.867416;13.150149
14129;97.371;13675.59;1331601.87;1;9.565434;11.66821;13.060562;13.052375
14130;13324176.44;12496.71;166508431325.52;2;9.244448;11.339603;12.730353;12.720808
14131;11471613.166;17244.84;197826141477.07;488;8.494871;10.57569;11.955988;11.94703
14132;9203496.594;12862.98;118384376405.01;18;9.731797;11.836273;13.246901;13.237122
14133;2974803.456;49909.33;148470450069.78;2;-0.21326;7.806564;-27.90476;-31.93839
14134;181204703.098;12912.23;2339756212011.69;5;0.485359;-0.600026;2.425106;-15.529181
14135;1822500.191;14175.62;25740091845.55;1015;9.402072;11.742653;12.138264;12.35422
14136;524811.519;12447.52;6532603575.38;3;9.619091;11.964302;12.385436;12.588378
14137;8453226.101;12244.04;103501622877.49;76;8.756128;11.082927;11.475912;11.689733
14138;1077773.355;13749.08;14818197977.34;593;8.863256;11.192371;11.593077;11.807558
14139;927089.934;11915.25;11046508029.54;7;9.619091;11.964302;12.360396;12.575904
14140;567127.149;13713.95;7777552793.91;3;10.495823;12.859738;13.258991;13.476218
14141;1975983.921;12531.60;24762231700.67;65;9.64084;11.986515;12.382688;12.599441
14142;429007.509;12150.64;5212716229.11;105;8.5425;10.864742;11.259492;11.47358
14143;1379197.337;17070.48;23541865315.65;345;-3.719785;11.789901;11.672979;11.660113
14144;163189.912;13409.79;2188341809.62;1;-1.890269;13.913254;13.794118;13.781009
14145;2695637.799;16638.27;44850746460.94;7;-4.189982;11.244183;11.12783;11.115027
14146;629061.583;16303.52;10255917685.85;258;-4.655622;10.707562;10.591387;10.578755
14147;1038243.765;15081.71;15658488465.83;265;1.873344;12.905461;11.443543;10.640082
14148;178346.896;12295.68;2192896050.83;1;3.401365;14.598475;13.114696;12.299214
14149;2921209.698;14262.09;41662567970.61;10;1.373963;12.352156;10.897383;10.097843
14150;398683.208;14359.41;5724854652.62;118;0.879441;11.804234;10.356589;9.561766
14151;133828.175;13468.89;1802516716.88;5;8.390814;10.228084;10.230802;10.122125
14152;153725.34;13178.70;2025899975.64;6;8.390815;10.228084;10.258857;10.136393
14153;9564.526;12324.43;117877328.89;8;8.390822;10.228084;10.258854;10.136393
14154;1972.173;12908.65;25458094.36;19;7.590055;9.413774;9.444321;9.322758
14155;228903.287;12901.31;2953152220.02;8;8.390814;10.228084;10.258857;10.136393
14156;104266.778;13724.61;1431020827.89;5;9.203566;11.054573;11.085576;10.962196
14157;3931548.597;13780.41;54178336494.35;12;-2.862059;-2.904113;10.07139;61.524246
14158;53244.471;13780.41;733730442.36;1;-2.862059;-2.904113;10.07139;61.524246
14159;4324023.684;14066.93;60825740566.34;44;17.79934;17.352606;19.148523;19.521832
14160;3589677.06;23115.25;82976299228.59;15302;10.012292;12.078519;12.819953;12.373342
14161;525705.471;12019.31;6318618309.67;1392;-3.2691;60.706722;53.98519;26.622658
14162;318149.265;15980.73;5084256819.59;136;12.690558;12.404799;4.036006;-0.843212
14163;1694696.885;16156.66;27380634735.84;991;11.970984;13.36539;15.143647;14.807247
14164;1549321.588;24056.58;37271379338.54;457;9.759023;17.745527;13.623388;10.772132
14165;237216.722;102931.31;24417027622.23;4123;-1.220646;-1.871725;-3.165416;-2.445359
14166;27755.027;17656.48;490055999.42;1084;-1.218371;-1.782698;-10.197195;-6.604507
14167;154176.299;8192.27;1263053442.66;27;-2.706138;-3.316017;-5.474283;-4.570253
14168;177496.138;9601.60;1704246890.44;60;-2.702636;-3.156833;-5.167653;-3.984698
14169;1342615.327;17123.05;22989663391.78;26;5.756676;5.715732;5.338688;3.877809
14170;301546.718;13080.65;3944428257.96;243;-0.274721;0.278073;6.80262;17.322096
14171;988305.95;13458.03;13300648573.02;17;9.109725;11.261964;11.930856;13.664617
14172;302026.89;11487.39;3469499771.33;44;9.26548;99.30693;20.484526;8.493478
14173;442200000;12790.89;5656134070992.67;6700;0.0;30.350077;35.391396;15.104224
14174;131293752.601;3155.18;414255016179.03;2526;9.009644;12.060129;12.936019;12.687408
14175;47818704.152;3219.05;153930770467.11;5;9.555924;12.621653;13.50192;13.197625
14176;59127063.03;3265.37;193071519108.01;47;9.830087;12.903467;13.78593;13.480099
14177;66747928.73;3155.13;210598406741.20;5967;9.009644;12.060129;12.936019;12.687395
14178;50599694.706;3129.18;158335488876.91;24;8.791893;11.836302;12.710447;12.452421
14179;2783088.635;12795.52;35611065244.15;2;10.656687;13.753134;14.64222;14.331795
14180;16395791.502;3681.18;60355911819.89;1099;9.156042;7.8991;15.678369;16.348454
14181;1325728.524;10064.56;13342880319.84;1;9.18539;0.0;0.0;0.0
14182;18772.604;5705791.96;107112571394.28;5304;8.640952;11.18518;13.406505;12.943648
14183;21587.835;5705793.29;123175478357.68;1144;8.640952;11.18518;13.406505;12.943677
14184;10.594;5681433.07;60191609.18;1;8.423931;10.963099;13.179996;12.729472
14185;4004.567;5882991.06;23558832165.33;19;9.458628;12.021951;14.259947;13.738138
14186;189.16;12830.18;2426955.73;1;10.282615;12.86497;15.119764;14.591694
14187;258823.969;11318.99;2929627024.99;267;-2.340295;62.868717;58.60516;28.090322
14188;277752.52;10142.09;2816989810.93;166;-0.431314;-3.155174;6.732658;-12.88456
14189;1225874.513;11767.59;14425588316.47;260;6.201884;24.26383;24.133648;22.32763
14190;8756433.002;5155.52;45143975084.93;488;8.991104;12.428678;12.506784;12.250528
14191;34267264.589;20163.26;690939930610.49;2;16.270191;15.292301;12.612589;11.825197
14192;1835053.774;11616.32;21316569597.62;2;-0.715361;15.104436;43.935013;16.115644
14193;1021353.928;11236.57;11476514055.19;5;-1.450697;14.252238;42.870026;21.634665
14194;14920761.781;12542.05;187136895456.44;7;-0.715359;15.104436;43.935013;22.45593
14195;21938750.038;12583.82;276073290530.01;2;-0.616415;15.219107;44.07831;22.565577
14196;49531726.007;11920.12;590424054924.46;8;-0.566886;15.276509;44.132286;19.143997
14197;4195389631.353;32.41;135959466343.15;3;8.591287;13.060058;8.619065;9.569462
14198;3159308.089;25960.42;82016963251.01;7;13.017544;10.481529;-9.032285;0.077145
14199;2939600.507;16420.53;48269791777.95;3;13.093872;5.506358;-9.536528;-8.28966
14200;3921959.65;11109.17;43569733686.62;2;0.789454;-0.208785;20.561504;10.004183
14201;5547548.111;43509.25;241369678267.09;2;2.93033;4.21942;10.763249;2.813735
14202;2075817.097;14880.02;30888203772.04;4;5.298176;14.499253;16.579365;5.701718
14203;6113411.313;16396.96;100241364803.18;12;-0.54506;-0.945775;15.397809;41.530247
14204;34026.887;6362.62;216500140.89;2;-58.25442;-60.78191;-52.081524;0.0
14205;9611.301;5438.71;52273053.34;3;-72.10699;-73.007545;-63.124866;0.0
14206;38110.932;6967.17;265525466.51;1;-48.594887;-52.237274;-44.338158;0.0
14207;22095.381;6054.73;133781501.03;3;-63.002647;-64.97221;-55.857002;0.0
14208;4134982.624;10187.30;42124327270.48;1;-0.547591;-1.138827;0.0;0.0
14209;0;10000.00;0.00;0;0.0;0.0;0.0;0.0
14210;3338378.163;30534.87;101936956521.91;4846;8.816286;9.600383;13.767688;14.438064
14211;225725657.161;2968.91;670159526703.90;2082;7.103521;8.62324;9.7397;9.862699
14212;29669384.273;3356.79;99593901483.14;17;9.594893;11.116152;12.237171;12.362426
14213;113010692.961;3386.71;382734776210.72;49;10.089058;11.61401;12.738633;12.853519
14214;122105464.418;3430.09;418832752960.13;124;10.089052;11.61401;12.738632;12.853518
14215;319292845.212;3421.85;1092571480673.08;465;10.089056;11.61401;12.738632;12.853518
14216;61212251.606;3395.03;207817147218.42;93;10.08905;11.61401;12.738632;12.853518
14217;173866926.523;3227.91;561226208511.59;11133;9.102948;10.621959;11.740044;11.875553
14218;6589008.874;3324.32;21903966803.55;14;9.924081;11.447639;12.570982;12.674625
14219;11967044.406;3405.43;40752962810.00;109;10.034036;11.558526;12.682722;12.786487
14220;59166796.044;3419.20;202303212221.29;68;9.985797;11.293108;13.204257;13.926427
14221;29190743.756;3452.31;100775636632.28;110;9.985799;11.293108;13.209164;13.951224
14222;26960209.307;3433.61;92570780219.79;177;9.930832;11.237784;13.154252;13.884159
14223;19744153.935;2957.76;58398425779.02;49;7.003059;8.31537;10.215651;10.940378
14224;39110354.787;3368.02;131724388842.88;41;9.492107;10.796678;12.708983;13.437125
14225;4526034.258;3371.69;15260404225.38;26;9.820984;11.127216;13.025962;13.740887
14226;263751715.743;3194.32;842507341861.96;29851;8.946141;10.249211;12.154933;12.868266
14227;74894682.113;20534.61;1537932834443.80;2361;9.133894;10.936399;12.661734;12.830078
14228;1017260.978;19197.21;19528571919.33;3;6.98405;8.785625;10.493098;10.756944
14229;11886816.078;21932.48;260707333443.97;250;9.966264;11.776255;13.511819;13.714572
14230;10912888.247;20974.16;228888638722.82;26;9.713696;11.521003;13.253271;13.422294
14231;54805669.686;8263.72;452898673025.32;152815;9.614567;11.572615;12.97354;12.675447
14232;447419.426;10054.28;4498480399.21;353;-3.336161;36.30226;49.962223;27.960546
14233;411932.543;15766.21;6494615271.69;3833;0.94852;32.941093;33.290398;17.021303
14234;6655765.769;14893.91;99130392887.98;8656;9.295286;5.183583;15.275337;16.629124
14235;22773710.747;13820.45;314743040825.65;26795;9.885626;12.112815;13.437861;13.581934
14236;8.008;13850.50;110921.26;6;10.26285;12.489901;13.794279;0.0
14237;4655914.299;11838.10;55117177716.89;10150;9.498335;-1.988871;15.206106;20.090487
14238;782242.633;12168.26;9518533232.35;3348;6.151113;23.597994;18.43792;16.628052
14239;433955.762;11443.18;4965833011.21;621;5.131026;11.545839;14.183155;11.744353
14240;444861.683;12962.60;5766563009.29;2110;5.729734;27.92881;21.545193;20.247658
14241;1081087.76;10318.76;11155481116.67;156;9.613043;11.314794;0.175296;0.462944
14242;2769835.246;10845.03;30038940327.08;7354;3.418427;9.352315;12.930147;0.0
14243;1106832.9;10945.71;12115069172.64;4954;0.315052;13.241228;15.95557;0.0
14244;384281.882;10560.76;4058309276.49;4657;-1.47208;15.7997;0.0;0.0
14245;5419721.81;13053.49;70746261968.07;902;25.763819;7.510184;4.075159;5.830062
14246;405018.43;12766.03;5170477883.47;161;-2.408755;7.712836;-2.665363;3.073957
14247;14862.971;12812.37;190429810.37;1;-2.408756;7.790246;-2.65422;3.080357
14248;1584660.451;48163.30;76322476698.50;88;9.109724;11.097712;12.753153;12.361081
14249;31145.108;49872.42;1553281938.33;3;9.758404;11.758196;13.423443;13.029042
14250;19116046.351;48257.73;922496961862.76;104627;9.109724;11.097702;12.863964;12.434274
14251;81035.322;49574.40;4017277150.59;41;9.649757;11.646402;13.273094;12.898293
14252;1339610.844;47334.22;63409438618.06;3468;8.78794;10.770114;12.420663;12.029815
14253;852894.594;49009.15;41799643357.43;55;9.433105;11.426987;13.087312;12.694077
14254;618343.094;49009.15;30304472526.30;13;9.433105;11.426987;13.087312;12.694077
14255;9169546.415;14113.25;129412116662.41;70638;8.103328;7.017462;14.218871;14.001282
14256;3058448.437;18953.21;57967405643.04;5111;9.207314;12.875718;14.622349;14.062706
14257;46039475.744;3708.40;170732668221.93;102;9.565326;13.046106;14.015434;13.747065
14258;15403.399;11878.75;182973104.66;18;9.369781;12.844398;13.811948;13.544046
14259;104491.37;13210.12;1380343705.58;14;9.892257;13.383397;14.355614;14.086448
14260;34589071.122;3699.06;127947108945.58;25;9.565317;13.046106;14.015434;13.747065
14261;89999455.743;3523.54;317116956548.76;6513;8.809844;12.266696;13.229359;12.962835
14262;473419.303;11299.68;5349487966.98;11;7.225458;10.632104;11.580741;11.261496
14263;24055226.431;4016.66;96621659426.95;6;10.441595;13.950135;14.927193;14.656683
14264;8060585.617;3522.77;28395553366.61;1;8.809853;12.266694;13.229357;12.962833
14265;18244.241;13701.53;249974097.06;1;9.987144;11.863201;15.809586;15.646144
14266;945025.372;13724.64;12970137980.94;94;9.987192;11.863226;15.809609;15.646166
14267;108390.844;11126.90;1206054482.14;1;11.196688;13.093299;17.082956;11.236567
14268;298435.533;13790.72;4115641003.95;46;10.09605;11.973936;15.924213;15.760609
14269;855752.608;13683.19;11709429080.13;7;10.369174;12.251705;16.211754;16.047745
14270;7683961.664;2809.16;21585486055.87;150;9.878521;11.752706;15.695201;15.53192
14271;11207039.268;2377.37;26643315712.93;15;10.314459;12.196055;16.154146;15.99022
14272;108353.003;12328.17;1335794150.49;1;10.423953;12.307419;16.269426;11.796905
14273;135378.65;15965.54;2161393502.75;1;9.878518;11.752703;15.695197;15.531917
14274;2925950.076;11531.17;33739614984.14;16;10.205138;12.08488;16.03906;15.266764
14275;612353.894;11476.35;7027585363.20;36;9.661857;11.532357;15.467099;14.720278
14276;5145267.869;21840.84;112376981079.28;29;4.795121;12.65429;12.129079;15.907137
14277;165193.225;10799.10;1783938107.87;8;3.780816;14.588481;10.170801;6.165043
14278;110052.782;10789.01;1187360075.92;4;3.882755;14.701002;10.278996;6.269315
14279;14084.321;10710.19;150845678.51;2;15.70379;11.387858;13.92966;0.0
14280;100023.193;10434.07;1043648854.99;1;10.250007;10.790709;0.0;0.0
14281;779525.315;10439.14;8137573424.96;62;10.140992;10.681163;0.0;0.0
14282;300;10000.00;3000001.00;1;0.012166;0.0;0.0;0.0
14283;128144.396;26655.45;3415746423.97;1;13.23866;15.980084;12.431654;11.5398
14284;28018783.285;23784.90;666423998117.20;1078;11.565708;14.266757;10.770601;9.891886
14285;5145267.869;21840.84;112376981079.28;29;4.795121;12.65429;12.129079;15.907137
14286;2334878.011;12465.76;29106034168.40;2;16.362696;24.838013;20.938807;16.857363
14287;1567316.784;12419.30;19464970545.03;355;16.133963;24.592667;20.701101;16.627659
14288;3902800.281;27598.78;107712536459.59;116;9.571373;10.185248;10.431686;10.154931
14289;206885.423;22560.04;4667344435.67;17;8.006189;8.611372;8.854306;8.581492
14290;441571.588;29538.03;13043156741.67;51;10.103256;10.720029;10.967661;10.689564
14291;321834.385;25792.62;8300952983.74;53;9.04466;9.655603;9.900849;9.62542
14292;270081.092;21132.42;5707466168.46;70;11.66022;11.55991;11.228164;11.359847
14293;1267381.589;14426.90;18284388054.74;234;6.684738;9.055887;10.896309;10.661743
14294;1110402.353;103100.76;114483320906.27;2;4.466042;-0.238774;10.220865;8.850302
14295;738870.23;18325.33;13540040548.04;22;12.314505;20.337105;13.43586;12.655854
14296;1110402.353;103100.76;114483320906.27;2;4.466042;-0.238774;10.220865;8.850302
14297;738870.23;18325.33;13540040548.04;22;12.314505;20.337105;13.43586;12.655854
14298;2992773.965;84958.89;254262747812.96;16;-1.492085;29.804007;15.074203;24.072481
14299;4520376.778;89269.73;403532797129.37;41;9.65622;25.223768;82.85126;51.37904
14300;1477433.695;38541.45;56942429993.80;36;21.598488;12.742427;5.946367;10.310196
14301;1183550.157;45053.82;53323457669.49;19;-0.839117;-0.873235;4.020175;55.134754
14302;6331904.647;59933.27;379491725675.77;42;0.479882;0.481044;0.145108;3.051666
14303;13618535.359;21659.33;294968376053.12;150;20.02588;14.812651;3.613375;8.10042
14304;2147423.513;13253.89;28461716220.77;30;-2.165269;-3.124271;10.309365;25.085545
14305;24.309;11802.97;286918.98;1;10.097525;11.673244;12.198601;12.244132
14306;8845156.703;14482.02;128095774126.22;1;11.693517;13.292013;13.824964;13.871153
14307;586067.23;19994.76;11718271587.37;20;10.043303;11.618247;12.143346;12.188854
14308;174060794.852;21265.73;3701530359330.34;488;10.369443;11.949042;12.475693;12.521336
14309;1078443.79;11147.10;12021521680.07;2;11.693518;13.292013;13.824964;11.298661
14310;20282723.426;3229.57;65504560344.09;333;10.070959;11.378271;12.576756;12.539908
14311;56030258.999;3379.75;189368240325.22;36;10.890545;12.207572;13.414955;13.377834
14312;123986.522;3379.75;419043388.12;8;10.890545;12.207572;13.414955;13.377834
14313;313764085.017;3229.57;1013324394787.22;89;10.070959;11.378271;12.576756;12.539908
14314;2039284.395;3258.98;6645983771.45;18;10.23391;11.543152;12.743406;12.706503
